"","_id","RSN","YEAR_REGISTERED","YEAR_EVALUATED","YEAR_BUILT","PROPERTY_TYPE","WARD","WARDNAME","SITE_ADDRESS","CONFIRMED_STOREYS","CONFIRMED_UNITS","EVALUATION_COMPLETED_ON","SCORE","RESULTS_OF_SCORE","NO_OF_AREAS_EVALUATED","ENTRANCE_LOBBY","ENTRANCE_DOORS_WINDOWS","SECURITY","STAIRWELLS","LAUNDRY_ROOMS","INTERNAL_GUARDS_HANDRAILS","GARBAGE_CHUTE_ROOMS","GARBAGE_BIN_STORAGE_AREA","ELEVATORS","STORAGE_AREAS_LOCKERS","INTERIOR_WALL_CEILING_FLOOR","INTERIOR_LIGHTING_LEVELS","GRAFFITI","EXTERIOR_CLADDING","EXTERIOR_GROUNDS","EXTERIOR_WALKWAYS","BALCONY_GUARDS","WATER_PEN_EXT_BLDG_ELEMENTS","PARKING_AREA","OTHER_FACILITIES","GRID","LATITUDE","LONGITUDE","X","Y"
"9311",2403764,"4155329","2018","2017","1955","PRIVATE","02","Etobicoke Centre","7 ST STEVENS CRT","3","26","2017-12-05","63","Evaluation needs to be conducted in 1 year","15","3","3","3","3","3","3","N/A","3","N/A","N/A","3","3","5","3","3","3","N/A","3","3","N/A","W0229","43.664117035","-79.519583642","303204.621","4835797.436"
"9312",2403765,"4153735","2017","2017","1950","PRIVATE","11","University-Rosedale","36 CASTLE FRANK RD","4","53","2017-12-05","65","Evaluation needs to be conducted in 1 year","17","4","3","4","3","3","3","N/A","3","3","N/A","3","3","4","3","3","3","4","3","3","N/A","S1131","43.676613159","-79.3697198649","315289.335","4837192.601"
"9313",2403766,"4152848","2017","2017","1972","PRIVATE","24","Scarborough-Guildwood","280 MORNINGSIDE AVE","14","165","2017-12-05","80","Evaluation needs to be conducted in 2 years","18","4","4","4","3","4","4","3","3","4","N/A","4","5","5","4","4","4","5","4","4","N/A","E2428","43.7707432757","-79.1878549542","329914.104","4847688.883"
"9314",2403767,"4152847","2017","2017","1960","PRIVATE","24","Scarborough-Guildwood","290 MORNINGSIDE AVE","6","107","2017-12-05","61","Evaluation needs to be conducted in 1 year","18","3","3","3","2","4","4","N/A","3","3","N/A","3","2","3","3","3","3","4","3","3","3","E2428","43.7717382496","-79.1879055465","329909.622","4847799.407"
"9315",2403768,"4153751",NA,"2017","1955","PRIVATE","11","University-Rosedale","171 ST CLAIR AVE E","4","36","2017-12-05","51","Evaluation needs to be conducted in 1 year","18","2","2","3","2","3","2","2","3","2","N/A","2","2","3","3","3","3","3","3","3","N/A","S1121","43.689555816","-79.3860183305","313973.181","4838628.565"
"9316",2403769,"4152811","2017","2017","1991","SOCIAL HOUSING","24","Scarborough-Guildwood","450 B SCARBOROUGH GOLF CLUB RD","5","112","2017-12-04","70","Evaluation needs to be conducted in 2 years","18","4","3","4","3","4","3","3","3","3","N/A","3","3","5","4","4","3","N/A","4","4","3","E2430","43.7546186553","-79.2171707539","327651.524","4845946.183"
"9317",2403770,"4241532","2017","2017","1940","PRIVATE","15","Don Valley West","27 SHERWOOD AVE","3","17","2017-12-04","81","Evaluation needs to be conducted in 2 years","14","4","4","4","4","N/A","4","N/A","4","N/A","N/A","4","4","5","4","4","4","N/A","4","4","N/A","N1526","43.713606404","-79.397782703","313021.238","4841300.273"
"9318",2403771,"4153850","2017","2017","1930","PRIVATE","15","Don Valley West","11 SHERWOOD AVE","3","23","2017-12-04","60","Evaluation needs to be conducted in 1 year","16","3","2","3","3","4","2","2","3","N/A","N/A","3","4","4","3","3","3","N/A","3","3","N/A","N1526","43.713358222","-79.398875082","312933.244","4841272.594"
"9319",2403772,"4154770","2017","2017","1960","PRIVATE","15","Don Valley West","7 ROCHEFORT","3","64","2017-12-04","67","Evaluation needs to be conducted in 2 years","19","3","3","4","4","3","4","4","3","3","N/A","3","4","5","3","3","3","3","3","3","3","N1533",NA,NA,"317940.367","4841805.466"
"9320",2403773,"4153858","2017","2017","1960","PRIVATE","15","Don Valley West","2707 YONGE ST","4","48","2017-12-04","61","Evaluation needs to be conducted in 1 year","15","3","3","4","2","3","3","N/A","3","N/A","3","3","3","5","3","3","2","N/A","3","N/A","N/A","N1526","43.716980201","-79.400164813","312828.832","4841674.847"
"9321",2403774,"4153861","2017","2017","1934","PRIVATE","15","Don Valley West","2779 YONGE ST","4","16","2017-12-04","58","Evaluation needs to be conducted in 1 year","16","3","3","3","2","3","3","N/A","3","N/A","N/A","2","2","5","3","2","2","4","3","3","N/A","N1526","43.718571927","-79.400417429","312808.266","4841851.654"
"9322",2403775,"4153862","2017","2017","1928","PRIVATE","15","Don Valley West","2867 YONGE ST","3","32","2017-12-04","73","Evaluation needs to be conducted in 2 years","14","4","3","4","4","4","4","N/A","3","N/A","N/A","4","4","5","3","3","3","N/A","3","N/A","N/A","N1526","43.72055353","-79.400838687","312774.064","4842071.748"
"9323",2403776,"4152694","2017","2017","1960","PRIVATE","21","Scarborough Centre","19 ROSEMOUNT DR","7","71","2017-12-04","68","Evaluation needs to be conducted in 2 years","18","3","3","3","3","3","4","N/A","2","3","4","3","4","5","4","3","3","4","4","3","N/A","E2133","43.7325904948","-79.2744267602","322956.092","4843427.802"
"9324",2403777,"4153834","2017","2017","1967","PRIVATE","15","Don Valley West","241 REDPATH AVE","12","46","2017-12-04","76","Evaluation needs to be conducted in 2 years","19","4","4","4","4","4","3","3","4","4","4","3","4","5","3","4","4","4","3","4","N/A","N1526","43.71148813","-79.393866958","313337.085","4841065.338"
"9325",2403778,"4152704","2017","2017","1969","PRIVATE","21","Scarborough Centre","807 KENNEDY RD","5","34","2017-12-04","54","Evaluation needs to be conducted in 1 year","17","3","3","3","2","3","3","N/A","3","3","N/A","3","3","3","3","2","1","3","3","2","N/A","E2133","43.7337142939","-79.267968421","323476.02","4843554.095"
"9326",2403779,"4153610","2017","2017","1965","PRIVATE","14","Toronto-Danforth","33 EASTMOUNT AVE","24","200","2017-12-04","67","Evaluation needs to be conducted in 2 years","19","4","3","3","2","3","4","2","4","4","3","4","2","5","3","3","5","3","3","4","N/A","S1424","43.6790036577","-79.3612885228","315968.758","4837459.273"
"9327",2403780,"4153178","2017","2017","1919","PRIVATE","11","University-Rosedale","334 BLOOR ST W","3","24","2017-12-04","56","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","3","N/A","3","N/A","3","3","2","3","2","3","3","N/A","2","3","N/A","S1126","43.6668390797","-79.404253282","312505.959","4836102.924"
"9328",2403781,"4155794","2017","2017","1940","PRIVATE","15","Don Valley West","1215 BAYVIEW AVE","4","38","2017-12-04","63","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","3","N/A","3","3","N/A","3","3","5","3","3","3","N/A","3","3","N/A","N1535","43.6972709992","-79.3716069474","315133.654","4839487.445"
"9329",2403782,"4152612","2017","2017","1974","PRIVATE","20","Scarborough Southwest","552 BIRCHMOUNT RD","7","61","2017-12-04","53","Evaluation needs to be conducted in 1 year","18","3","3","3","2","2","2","3","3","4","N/A","2","2","4","3","3","3","2","2","2","N/A","E2029","43.7117373497","-79.2708469323","323250.849","4841111.907"
"9330",2403783,"4154196","2017","2017","1960","PRIVATE","15","Don Valley West","27 BRENTCLIFFE RD","3","12","2017-12-04","63","Evaluation needs to be conducted in 1 year","15","3","3","3","3","3","3","N/A","3","N/A","N/A","3","3","5","3","3","3","N/A","3","3","N/A","N1529","43.7149898693","-79.35960275","316097.848","4841457.449"
"9331",2403784,"4154197","2017","2017","1958","PRIVATE","15","Don Valley West","31 BRENTCLIFFE RD","4","16","2017-12-04","63","Evaluation needs to be conducted in 1 year","14","3","3","3","3","N/A","3","N/A","3","N/A","N/A","3","3","5","3","3","3","N/A","3","3","N/A","N1529","43.7152123355","-79.3596903826","316090.745","4841482.152"
"9332",2403785,"4155666","2017","2017","1974","PRIVATE","01","Etobicoke North","46 PANORAMA CRT","19","222","2017-12-04","70","Evaluation needs to be conducted in 2 years","18","3","3","3","4","3","4","3","4","3","N/A","4","4","5","3","3","3","4","4","3","N/A","W0124","43.7482299219","-79.5783390119","298475.409","4845143.751"
"9333",2403786,"4154404","2017","2017","1965","PRIVATE","06","York Centre","2233 JANE ST","5","39","2017-12-04","48","Building Audit","18","2","2","2","2","2","3","N/A","3","2","2","2","2","3","3","2","3","3","3","2","N/A","N0627","43.7246876159","-79.5089652958","304062.206","4842525.308"
"9334",2403787,"4154709","2017","2017","1961","PRIVATE","18","Willowdale","286 FINCH AVE W","4","47","2017-12-04","64","Evaluation needs to be conducted in 1 year","17","3","3","4","3","3","3","N/A","3","3","N/A","3","3","5","3","3","3","3","3","3","N/A","N1822","43.774699028","-79.440090341","309595.944","4848123.374"
"9335",2403788,"4152828","2017","2017","1970","PRIVATE","24","Scarborough-Guildwood","40 TUXEDO CRT","16","216","2017-12-04","46","Building Audit","18","2","2","2","2","2","3","1","2","2","N/A","2","3","3","3","1","3","2","3","3","N/A","E2422","43.7812686846","-79.2307597681","326456.284","4848846.156"
"9336",2403789,"4221280","2017","2017","1965","PRIVATE","11","University-Rosedale","6-10 WALMER RD","18","131","2017-12-04","65","Evaluation needs to be conducted in 1 year","19","3","3","3","3","4","3","3","4","3","3","3","3","5","3","3","3","3","3","4","N/A","S1126","43.666995001","-79.406173702","312350.807","4836121.022"
"9337",2403790,"4155483","2017","2017","1950","PRIVATE","03","Etobicoke-Lakeshore","26 ALBERT AVE","3","23","2017-12-04","66","Evaluation needs to be conducted in 2 years","16","3","3","4","3","3","3","N/A","3","N/A","3","3","3","5","3","3","4","N/A","4","3","N/A","W0336","43.6162416017","-79.4892718985","305650.222","4830477.596"
"9338",2403791,"4154185","2017","2017","1950","PRIVATE","15","Don Valley West","715 MILLWOOD RD","3","14","2017-12-04","63","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","4","N/A","3","N/A","3","3","3","4","3","3","3","N/A","3","3","N/A","N1535","43.7042226354","-79.3738454238","314952.036","4840259.427"
"9339",2403792,"4253819","2017","2017","1960","PRIVATE","15","Don Valley West","841 MILLWOOD RD","3","18","2017-12-04","59","Evaluation needs to be conducted in 1 year","16","3","3","3","3","2","2","N/A","4","N/A","2","3","2","4","3","3","3","N/A","3","4","N/A","N1535","43.704354753","-79.3670652416","315498.457","4840274.939"
"9340",2403793,"4156586","2017","2017","1960","PRIVATE","15","Don Valley West","855 MILLWOOD RD","3","22","2017-12-04","62","Evaluation needs to be conducted in 1 year","17","3","3","3","3","3","3","N/A","3","N/A","3","3","3","5","3","3","3","3","3","3","N/A","N1535","43.7041508326","-79.3662785902","315561.894","4840252.385"
"9341",2403794,"4153851","2017","2017","1930","PRIVATE","15","Don Valley West","15 SHERWOOD AVE","3","26","2017-12-01","72","Evaluation needs to be conducted in 2 years","15","4","3","3","4","4","3","N/A","3","N/A","N/A","4","4","5","3","4","4","N/A","4","2","N/A","N1526","43.713414936","-79.398583424","312956.739","4841278.923"
"9342",2403795,"4155233","2017","2017","1955","PRIVATE","03","Etobicoke-Lakeshore","5 NEWHOLM RD","4","27","2017-12-01","52","Evaluation needs to be conducted in 1 year","17","2","2","3","2","2","3","N/A","3","N/A","3","3","2","3","3","2","3","2","3","3","N/A","W0329","43.6356446898","-79.4874066551","305800.477","4832633.187"
"9343",2403796,"4153853","2017","2017","1930","PRIVATE","15","Don Valley West","25 SHERWOOD AVE","3","27","2017-12-01","60","Evaluation needs to be conducted in 1 year","17","3","2","3","3","4","2","2","3","N/A","3","3","3","5","3","3","3","N/A","3","3","N/A","N1526","43.713530331","-79.398012046","313002.767","4841291.799"
"9344",2403797,"4152609","2017","2017","1968","PRIVATE","20","Scarborough Southwest","3423 ST CLAIR AVE E","4","30","2017-12-01","67","Evaluation needs to be conducted in 2 years","19","4","4","4","3","3","2","3","3","3","3","3","3","5","4","3","4","3","4","3","N/A","E2029","43.7134790514","-79.2732946837","323053.066","4841304.866"
"9345",2403798,"4155020","2017","2017","1971","PRIVATE","12","Toronto-St. Paul's","330 WINNETT AVE","4","39","2017-12-01","64","Evaluation needs to be conducted in 1 year","17","3","4","3","3","3","3","N/A","3","N/A","3","3","3","5","3","3","3","3","3","3","N/A","S1223","43.692267101","-79.435055881","310019.468","4838926.465"
"9346",2403799,"4155242","2017","2017","1959","PRIVATE","03","Etobicoke-Lakeshore","10 KINSDALE BLVD","4","23","2017-12-01","52","Evaluation needs to be conducted in 1 year","17","2","3","3","2","2","3","N/A","3","N/A","2","2","3","3","3","2","3","3","3","2","N/A","W0329","43.635816472","-79.491575949","305463.996","4832652.234"
"9347",2403800,"4155459","2017","2017","1968","PRIVATE","01","Etobicoke North","2548 KIPLING AVE","7","153","2017-12-01","59","Evaluation needs to be conducted in 1 year","18","4","3","3","2","3","3","2","2","3","N/A","2","3","5","3","2","3","3","4","3","N/A","W0123","43.745263651","-79.583968046","298021.44","4844815.616"
"9348",2403801,"4152709","2017","2017","1967","PRIVATE","21","Scarborough Centre","833 KENNEDY RD","7","54","2017-12-01","61","Evaluation needs to be conducted in 1 year","17","3","3","3","3","2","3","N/A","2","3","N/A","2","4","5","3","3","3","4","3","3","N/A","E2133","43.7363184014","-79.2689338549","323397.432","4843843.179"
"9349",2403802,"4155455","2017","2017","1978","PRIVATE","01","Etobicoke North","2777 KIPLING AVE","18","325","2017-12-01","70","Evaluation needs to be conducted in 2 years","18","4","4","4","3","3","3","3","5","3","N/A","3","4","5","3","3","3","3","4","3","N/A","W0124","43.7560633856","-79.5872449019","297759.089","4846014.737"
"9350",2403803,"4153148","2017","2017","1986","SOCIAL HOUSING","09","Davenport","1289 DUNDAS ST W","7","149","2017-12-01","72","Evaluation needs to be conducted in 2 years","17","4","3","4","4","3","4","4","3","3","N/A","4","4","3","4","3","4","N/A","4","3","N/A","S0937","43.649212821","-79.425416097","310800.857","4834143.938"
"9351",2403804,"4154207","2017","2017","1965","PRIVATE","15","Don Valley West","1833 BAYVIEW AVE","4","112","2017-12-01","70","Evaluation needs to be conducted in 2 years","18","4","3","4","3","4","3","4","3","3","N/A","4","3","5","3","4","3","4","3","3","N/A","N1529","43.7128618107","-79.3770362337","314693.42","4841218.833"
"9352",2403805,"4154205","2017","2017","1965","PRIVATE","15","Don Valley West","1903 BAYVIEW AVE","5","27","2017-12-01","64","Evaluation needs to be conducted in 1 year","18","3","3","4","3","3","3","4","3","3","N/A","3","3","5","3","3","3","3","3","3","N/A","N1529","43.7157230263","-79.377538515","314652.469","4841536.636"
"9353",2403806,"4154180","2017","2017","1965","PRIVATE","15","Don Valley West","1291 BAYVIEW AVE","6","69","2017-12-01","71","Evaluation needs to be conducted in 2 years","17","4","3","3","3","3","3","4","3","4","N/A","4","4","5","4","3","3","3","4","N/A","N/A","N1535","43.6976143504","-79.3716799058","315127.711","4839525.585"
"9354",2403807,"4154183","2017","2017","1950","PRIVATE","15","Don Valley West","1315 BAYVIEW AVE","3","38","2017-12-01","63","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","3","N/A","3","N/A","N/A","3","3","5","3","3","3","3","3","3","N/A","N1535","43.6985850004","-79.3720164996","315100.405","4839633.389"
"9355",2403808,"4155665","2017","2017","2006","PRIVATE","15","Don Valley West","1425 BAYVIEW AVE","4","14","2017-12-01","91","Evaluation needs to be conducted in 3 years","18","5","4","5","4","N/A","5","5","4","4","4","5","5","5","5","4","4","N/A","5","5","4","N1535","43.7027252983","-79.3737282116","314961.743","4840093.105"
"9356",2403809,"4152611","2017","2017","1972","PRIVATE","20","Scarborough Southwest","560 BIRCHMOUNT RD","13","103","2017-12-01","56","Evaluation needs to be conducted in 1 year","19","2","3","3","2","2","3","2","3","2","3","2","3","5","2","2","3","3","4","4","N/A","E2029","43.7123365662","-79.2710095666","323237.558","4841178.443"
"9357",2403810,"4152633","2017","2017","1955","PRIVATE","21","Scarborough Centre","1 RANNOCK ST","4","30","2017-12-01","68","Evaluation needs to be conducted in 2 years","16","3","3","4","2","3","2","N/A","4","N/A","N/A","3","3","5","4","3","3","4","4","4","N/A","E2131","43.7279918888","-79.3000339041","320894.507","4842911.689"
"9358",2403811,"4156293","2017","2017","1967","PRIVATE","08","Eglinton-Lawrence","111 RIDELLE AVE","18","139","2017-12-01","64","Evaluation needs to be conducted in 1 year","19","4","4","3","3","3","3","3","3","4","3","3","3","3","3","4","4","3","3","2","N/A","N0832","43.7043088813","-79.4391249601","309690.767","4840263.024"
"9359",2403812,"4167764","2017","2017","1969","PRIVATE","20","Scarborough Southwest","544 BIRCHMOUNT RD","11","131","2017-12-01","63","Evaluation needs to be conducted in 1 year","19","4","3","4","2","3","3","2","4","3","3","3","4","5","3","3","4","2","2","3","N/A","E2029","43.711075654","-79.270595187","323271.08","4841039.404"
"9360",2403813,"4167765","2017","2017","2011","PRIVATE","20","Scarborough Southwest","550 BIRCHMOUNT RD","10","153","2017-12-01","71","Evaluation needs to be conducted in 2 years","19","4","4","4","2","3","3","3","3","4","N/A","2","3","5","4","4","4","4","4","4","3","E2029","43.711367099","-79.270721238","323260.832","4841071.755"
"9361",2403814,"4152630","2017","2017","1955","PRIVATE","21","Scarborough Centre","880 PHARMACY AVE","4","26","2017-12-01","75","Evaluation needs to be conducted in 2 years","16","3","3","4","4","4","4","N/A","3","N/A","4","4","3","5","4","4","4","N/A","4","3","N/A","E2131","43.7291106346","-79.2994551436","320940.832","4843036.085"
"9362",2403815,"4154791","2017","2017","1958","PRIVATE","16","Don Valley East","46 FOXDEN RD","3","22","2017-12-01","75","Evaluation needs to be conducted in 2 years","17","4","3","4","4","4","4","N/A","4","N/A","4","4","4","5","3","4","3","3","3","4","N/A","N1626","43.72911001","-79.342048581","317497.677","4843021.001"
"9363",2403816,"4244521","2017","2017","1969","PRIVATE","19","Beaches-East York","255 MAIN ST","9","128","2017-12-01","71","Evaluation needs to be conducted in 2 years","19","3","3","3","3","4","4","3","3","4","4","4","4","4","3","4","3","4","4","3","N/A","S1933","43.687299065","-79.300651307","320855.319","4838391.723"
"9364",2403817,"4244523","2017","2017","1970","PRIVATE","19","Beaches-East York","265 MAIN ST","24","293","2017-12-01","72","Evaluation needs to be conducted in 2 years","19","3","3","4","3","4","4","3","4","4","4","3","4","3","4","4","3","4","4","3","N/A","S1933","43.687784182","-79.299964232","320910.583","4838445.746"
"9365",2403818,"4244526","2017","2017","1971","PRIVATE","19","Beaches-East York","275 MAIN ST","29","324","2017-12-01","71","Evaluation needs to be conducted in 2 years","19","3","3","4","3","4","4","3","3","4","4","3","4","3","4","4","3","4","4","3","N/A","S1933","43.687596199","-79.301189477","320811.852","4838424.633"
